"","y","x","fac","cl"
"116",-1.38270251412088,-0.656022813379447,"4","29"
"117",1.19489104602137,-0.219564129665072,"1","30"
"118",-0.224530625582247,-0.496840514844367,"2","30"
"119",2.41431261754305,0.568150910813577,"3","30"
"120",0.235266240663894,-0.0435684908739155,"4","30"
"121",2.47702919861083,0.216857041365226,"1","31"
"122",0.846235484861825,-0.0325823509732024,"2","31"
"123",2.91031750200741,0.99782073640694,"3","31"
"124",-4.44110882362616,-1.29033047019317,"4","31"
"125",-2.14427230568642,-1.6125290971947,"1","32"
"126",4.36542086450569,1.3648245823926,"2","32"
"127",-4.80714816931276,-1.5458099808497,"3","32"
"128",-7.15672595054371,-1.72619352911532,"4","32"
"129",1.76766551257226,0.11026647439703,"1","33"
"130",0.861003761496276,0.288113615520935,"2","33"
"131",1.51416335605801,0.244348442236992,"3","33"
"132",-0.0869124873600091,-0.595236195353561,"4","33"
"133",1.28618830664123,-0.439360334219529,"1","34"
"134",1.51305184666644,0.805307590049439,"2","34"
"135",1.92327893510429,0.213743916496786,"3","34"
"136",2.74135846934228,0.359411858788258,"4","34"
"137",1.62809542319076,-0.0711292720805951,"1","35"
"138",0.886529127488815,-0.284381027851662,"2","35"
"139",4.18116931244136,1.31560266892296,"3","35"
"140",6.83436755839658,1.35943224539263,"4","35"
"141",-1.30679455055373,-0.703169437593646,"1","36"
"142",-0.153372031124517,-0.42768715447476,"2","36"
"143",1.59558731434663,0.267317044558855,"3","36"
"144",-9.19145130217818,-1.85051453270996,"4","36"
"145",1.47033853754005,1.44666308273348,"1","37"
"146",-1.23559042998698,-0.188069995181261,"2","37"
"147",0.802030249649014,0.0270514553645116,"3","37"
"148",1.85204516942572,-0.0244333311834709,"4","37"
"149",-0.466932044003551,-0.0467153486067313,"1","38"
"150",2.03778819751725,1.21210063548525,"2","38"
"151",0.528009788621195,-0.601944659427167,"3","38"
"152",2.74379058104865,0.802580739244873,"4","38"
"153",-1.8368848494829,-0.604761770420754,"1","39"
"154",1.77871303223467,1.30819444155965,"2","39"
"155",-3.3401253595242,-0.813859257496217,"3","39"
"156",-2.3999263801049,-0.634657764880456,"4","39"
"157",0.648564983384163,0.135781198643628,"1","40"
"158",2.4203809328492,1.01745406883741,"2","40"
"159",-3.35055314766543,-0.637613334340757,"3","40"
"160",-1.31766569181993,-0.24031262818387,"4","40"
"161",-0.205512859538796,-0.22020785808433,"1","41"
"162",-1.21938900357598,-1.2412537049923,"2","41"
"163",1.9126594965354,0.458118701027262,"3","41"
"164",-1.83929633229643,-1.04973868427797,"4","41"
"165",0.375480147443075,1.55844897501987,"1","42"
"166",-0.461480726127862,-0.208684862202093,"2","42"
"167",0.21448477460976,0.282519557234037,"3","42"
"168",-0.954277535273323,-0.383598184042832,"4","42"
"169",0.555621558035999,0.0744732700105989,"1","43"
"170",0.70964452523822,-0.355733227696173,"2","43"
"171",1.89913233554366,0.23620179371857,"3","43"
"172",-4.93791023178235,-1.37037798292433,"4","43"
"173",2.86608732859629,0.930874265936824,"1","44"
"174",2.65004385185748,0.715005444944169,"2","44"
"175",5.78824647808983,1.18651751690505,"3","44"
"176",1.00097382616753,0.0135427903631508,"4","44"
"177",-0.21303657829828,-1.50347495450496,"1","45"
"178",1.60395357505281,0.579695811949097,"2","45"
"179",0.574503652439531,-0.560360859708502,"3","45"
"180",3.35791181318151,0.758312951115774,"4","45"
"181",4.07268237514944,0.527997161567797,"1","46"
"182",-1.19585213743296,-0.21071266591653,"2","46"
"183",-0.172909655678585,-0.110611365884611,"3","46"
"184",-1.69597874557784,-0.302902648896073,"4","46"
"185",4.08311432791874,1.64737521553703,"1","47"
"186",-2.2242477508437,-1.84319594865164,"2","47"
"187",1.69884737787884,0.0153542813852646,"3","47"
"188",-8.07971158172478,-2.03127349505658,"4","47"
"189",0.327607305214777,-0.720966903781926,"1","48"
"190",1.47130567123619,-0.114591498517695,"2","48"
"191",3.16099474942993,0.534632817484491,"3","48"
"192",7.00142784892236,1.32089321390653,"4","48"
"193",0.589420104592765,1.71746648583075,"1","49"
"194",-2.57726785186955,-1.29948657604915,"2","49"
"195",-1.98692295579899,-0.792987212605309,"3","49"
"196",0.345376995264526,-0.213329521948089,"4","49"
"197",1.71008509569294,1.22471624759038,"1","50"
"198",-0.84245925522471,-0.393678841048615,"2","50"
"199",-1.85917188010068,-0.764109164167955,"3","50"
"200",1.63161427200208,0.415710540302375,"4","50"
"201",-1.15966212339484,-1.02319736064022,"1","51"
"202",4.0705120774927,1.28043322226458,"2","51"
"203",4.19218290736024,1.19074566556947,"3","51"
"204",2.65613123274828,0.535684569156959,"4","51"
"205",1.55621183896366,0.903979668156992,"1","52"
"206",2.91804540014287,1.50583919784532,"2","52"
"207",-0.377638953166034,-0.331721932973109,"3","52"
"208",-6.70216260215977,-1.86935797598252,"4","52"
"209",3.6379081724348,0.568492579180342,"1","53"
"210",4.00292167367819,1.85442091383997,"2","53"
"211",5.11703670220307,0.659442964763972,"3","53"
"212",4.73466290802637,1.41780929557627,"4","53"
"213",0.0600747765003862,0.466703902955598,"1","54"
"214",-0.229130848465511,-0.302155231175391,"2","54"
"215",-0.679233264674993,-0.286174687321652,"3","54"
"216",2.9549747657097,0.351687313605645,"4","54"
"217",1.65436575218184,0.195384440660868,"1","55"
"218",-0.307232576599713,-0.539276240368075,"2","55"
"219",0.750552711235013,0.17073588438066,"3","55"
"220",0.356790007716031,-0.213109353412059,"4","55"
"221",0.0546041916880948,-0.0926607335105427,"1","56"
"222",0.710247156886588,0.401994691196086,"2","56"
"223",-0.386338542433702,-0.507592268504184,"3","56"
"224",-2.19848802058826,-0.634034596794655,"4","56"
"225",-0.813228112915841,-1.18466480604539,"1","57"
"226",0.845935207257352,0.430230369014026,"2","57"
"227",-3.58286218304644,-1.44035302220327,"3","57"
"228",-3.82010424563931,-1.20604898548205,"4","57"
"229",1.30303639000545,1.0762255942075,"1","58"
"230",1.30308401289683,0.485457913862591,"2","58"
"231",1.12214336200097,0.195497397534028,"3","58"
"232",3.52686099660274,0.2745469145273,"4","58"
"233",-0.413668328630314,1.11126375105065,"1","59"
"234",-1.60847157551892,-0.205746836739047,"2","59"
"235",3.82260149588739,0.793856754079724,"3","59"
"236",-0.913986868507019,-0.415312516935481,"4","59"
"237",1.04757051978716,-0.274414545234923,"1","60"
"238",-4.01129440869643,-1.04043338070581,"2","60"
"239",0.71641388240361,0.278680406054752,"3","60"
"240",3.4510431195582,0.5800788268564,"4","60"
"241",0.939073862457343,0.502828449543285,"1","61"
"242",-2.82483450170085,-0.55119201959279,"2","61"
"243",0.268475538761492,-0.473019187198853,"3","61"
"244",4.97088187341641,1.30816708025267,"4","61"
"245",-2.42158477692656,-2.38957420483926,"1","62"
"246",-1.87903924144804,-0.316290743167001,"2","62"
"247",2.34363355434407,0.66833942218853,"3","62"
"248",1.52481665440392,0.209075329689169,"4","62"
"249",1.11478232812512,0.600755935746233,"1","63"
"250",4.11793866024955,1.51342093197328,"2","63"
"251",2.54116866822701,-0.0466037556199631,"3","63"
"252",-10.1924893282741,-2.6169227384833,"4","63"
"253",-0.862299963474472,-0.265297899801399,"1","64"
"254",0.939174727118282,-0.0266314823967588,"2","64"
"255",0.611359844715013,-0.134658079205037,"3","64"
"256",1.15341466534833,0.403227529242557,"4","64"
"257",0.58784498421261,-0.0538649591743751,"1","65"
"258",3.08909908837109,1.00905276175267,"2","65"
"259",2.88861251016039,0.369414153135227,"3","65"
"260",1.1121002856994,-0.0399069233227798,"4","65"
"261",0.122874670928773,0.302062252513214,"1","66"
"262",-3.63203220051612,-1.90201996876679,"2","66"
"263",-1.89767369808229,-0.773254293757611,"3","66"
"264",-8.17137773846004,-1.93068500011445,"4","66"
"265",-0.5435452092961,-0.476179803985384,"1","67"
"266",2.41303511954806,1.29347502177892,"2","67"
"267",6.07692100845013,1.5926647604739,"3","67"
"268",8.1761353354706,2.13391069434218,"4","67"
"269",0.960524257286691,-0.49109942821325,"1","68"
"270",1.02069372219948,-0.154594015784137,"2","68"
"271",1.10108315014974,-0.184161501346698,"3","68"
"272",2.93033134185733,0.880465728849506,"4","68"
"273",-1.38889796970773,-2.57954710792968,"1","69"
"274",0.151105210248615,-0.00563713485212283,"2","69"
"275",-0.489835191018753,-0.418582139059582,"3","69"
"276",-0.899112076023538,-0.46320953465091,"4","69"
"277",-1.65412398768392,-0.837054531424027,"1","70"
"278",-2.18560813674916,-1.16157164782445,"2","70"
"279",-0.39991727305854,0.0491472119600638,"3","70"
"280",4.18699138474044,0.85494957516433,"4","70"
"281",-1.46188439670426,-0.7375762799236,"1","71"
"282",2.87068801729944,0.298820028717163,"2","71"
"283",-1.78318155948647,-0.0296761042191255,"3","71"
"284",6.88579926167776,1.61398353601116,"4","71"
"285",0.300934012878679,0.298384580548207,"1","72"
"286",-3.74250324775151,-1.4548114010678,"2","72"
"287",5.15736373091333,1.67388119346228,"3","72"
"288",-1.39475140313921,-0.433217528944882,"4","72"
"289",0.429990544096278,0.00653676520246341,"1","73"
"290",2.64446554266508,0.428189104938495,"2","73"
"291",-3.59533871918508,-1.08436276578903,"3","73"
"292",-3.71928260071825,-0.661771511333618,"4","73"
"293",0.19855887271127,-0.204922982106124,"1","74"
"294",-1.28577571158479,0.227968000573166,"2","74"
"295",0.772630316400215,-0.404612168286682,"3","74"
"296",4.63099639388751,1.48680506814237,"4","74"
"297",0.45340053689577,-0.174283797925345,"1","75"
"298",-1.01867757260301,-0.926127297242431,"2","75"
"299",-1.94458346917514,-0.31750473752018,"3","75"
"300",0.317640941973678,-0.00734637268739436,"4","75"
"301",0.100243512597568,-0.663834738654039,"1","76"
"302",1.53375925107295,1.15378504112967,"2","76"
"303",-0.35514982460953,-0.0483789311923737,"3","76"
"304",4.75187303767075,0.988776128971065,"4","76"
"305",1.26251314440574,-0.798455023952281,"1","77"
"306",4.13230408604656,0.925849340340177,"2","77"
"307",1.39969343809118,-0.0352713680532819,"3","77"
"308",6.39421976439836,1.33245800948792,"4","77"
"309",-0.613849659133182,-0.512548637766734,"1","78"
"310",-3.30832653232037,-0.843139679817907,"2","78"
"311",-1.79947432176155,-0.312186608245456,"3","78"
"312",-2.57888610953562,-0.874661986292479,"4","78"
"313",-2.39106250523816,-2.52493981571479,"1","79"
"314",-1.91577823182951,-0.570598389729401,"2","79"
"315",0.569810996371435,0.26825509609792,"3","79"
"316",-8.73500758346922,-1.78674986966507,"4","79"
"317",0.525909940795815,-0.789941266292124,"1","80"
"318",-1.0244102902493,-1.15057404562068,"2","80"
"319",-0.909066394684798,-0.415918240878331,"3","80"
"320",2.30743407018837,0.17936313823736,"4","80"
"321",-1.297023745659,-0.929464053554201,"1","81"
"322",0.875838365520359,-0.0369751586848744,"2","81"
"323",4.86807394916409,1.34612133887674,"3","81"
"324",-2.14822351020026,-0.768713301634046,"4","81"
"325",0.490347176723264,0.751961875579503,"1","82"
"326",0.00614296500353306,-0.492428644800706,"2","82"
"327",1.33878609026471,0.633330467198496,"3","82"
"328",0.0637121335381863,-0.139044928390525,"4","82"
"329",-1.7858944887719,-1.01865894303632,"1","83"
"330",1.94389317181144,1.04025126739486,"2","83"
"331",-0.332340045696518,-0.451275241280477,"3","83"
"332",3.41631643589624,0.831099476318164,"4","83"
"333",-0.162742681246796,0.0929613338991482,"1","84"
"334",2.36017945266681,0.400082149624901,"2","84"
"335",-6.51029707496379,-2.4900801680445,"3","84"
"336",-2.19020499076531,-0.498203270119591,"4","84"
"337",1.10969249833154,2.48692401824974,"1","85"
"338",-1.92858180689266,-1.42477186186979,"2","85"
"339",1.52412841360212,-0.307415559282105,"3","85"
"340",-5.86276351859685,-1.3310653502564,"4","85"
"341",-1.30116223682595,-2.01118783041487,"1","86"
"342",0.852593946479577,-0.205121578440783,"2","86"
"343",2.35647895297794,0.813977545807561,"3","86"
"344",2.1677209394838,0.0874416530541557,"4","86"
"345",0.804429779241077,0.534075092730322,"1","87"
"346",-0.40592231825731,0.0936979466124644,"2","87"
"347",-1.99708647181371,-0.225433960619219,"3","87"
"348",0.103334545377636,0.0328060104087018,"4","87"
"349",2.76358887899334,0.533241875314196,"1","88"
"350",2.20154574167245,0.686947461942814,"2","88"
"351",3.56680045321131,1.12634919501347,"3","88"
"352",4.85585362230188,1.11824104727307,"4","88"
"353",1.60119544676787,1.14684571638669,"1","89"
"354",1.60344914568298,-0.0453073865135429,"2","89"
"355",4.10739969982633,1.07054220640038,"3","89"
"356",-4.04132362377707,-0.950756374531043,"4","89"
"357",-1.4473427946071,-1.40330771931947,"1","90"
"358",-2.55545202182691,-0.95928197413043,"2","90"
"359",-5.48960933446377,-2.00472843822937,"3","90"
"360",-1.04190664172803,-0.0952450199858195,"4","90"
"361",-1.72097650559456,-1.53274304046815,"1","91"
"362",-2.82413577502069,-0.989487635453484,"2","91"
"363",-3.16952487398293,-1.07827276482224,"3","91"
"364",-0.607978692232702,-0.0381163777423578,"4","91"
"365",-1.63753674138442,-1.79873778623036,"1","92"
"366",1.29932324525385,0.186117975050408,"2","92"
"367",0.48931020790385,-0.134204156930569,"3","92"
"368",3.29468336096912,0.815589505630273,"4","92"
"369",1.3545078285515,1.05323946847952,"1","93"
"370",2.68944378191115,0.694518739741528,"2","93"
"371",3.58696161915103,1.48071507963844,"3","93"
"372",-0.622184046951732,-0.679294032275119,"4","93"
"373",-0.907765579723459,-0.961476535128225,"1","94"
"374",-0.110360599050574,-0.532185152748989,"2","94"
"375",0.935145124948233,0.426866608876342,"3","94"
"376",2.52471918270563,0.786686149067105,"4","94"
"377",0.639740812583682,0.85710981840043,"1","95"
"378",-0.891230119388914,-0.381347654171843,"2","95"
"379",-0.302711982602015,-0.0168668854466002,"3","95"
"380",6.61790530361542,1.5816504764814,"4","95"
"381",0.968063352659721,-0.980147681125769,"1","96"
"382",-0.895185262047836,-0.712209259297857,"2","96"
"383",1.87954570092107,0.485445675669249,"3","96"
"384",-6.8957034935091,-1.47855159963042,"4","96"
"385",0.386999944806011,1.56535300914166,"1","97"
"386",0.988573729782414,0.619496590383527,"2","97"
"387",-4.30238659609047,-1.614442245387,"3","97"
"388",-6.96535542989551,-1.61329170339606,"4","97"
"389",2.30192717295674,1.56170679264308,"1","98"
"390",1.84259355700037,0.287527360706026,"2","98"
"391",2.82582865472472,0.620487339268237,"3","98"
"392",2.39638654175943,0.485807448762056,"4","98"
"393",-0.419967540282547,-0.763287403195984,"1","99"
"394",2.96935853999932,0.621661043214559,"2","99"
"395",5.30919109201604,1.03557094657258,"3","99"
"396",-1.33365767184101,-0.664081969371507,"4","99"
"397",0.999969816438342,1.55316439658352,"1","100"
"398",-2.29571954736943,-1.845666015325,"2","100"
"399",2.81646984291419,1.13518284911514,"3","100"
"400",3.38098889292464,1.00381264349112,"4","100"
"401",0.0343843385744116,-0.0378714593356891,"1","101"
"402",-0.836249898058521,0.121258666461112,"2","101"
"403",-2.32560625476789,-0.826380107614405,"3","101"
"404",-2.09214698054206,-0.719803926417183,"4","101"
"405",1.71970149477977,-0.769749209906185,"1","102"
"406",0.750776508706949,0.0786770094266221,"2","102"
"407",-0.0699233907404058,0.240167262845225,"3","102"
"408",2.97574127638787,0.539133463802887,"4","102"
"409",0.471908537087406,-0.0681414118122445,"1","103"
"410",-1.76606960379059,-1.90151724189557,"2","103"
"411",-1.21190429109612,-0.304832245221554,"3","103"
"412",-1.37470725891665,-0.717325984026786,"4","103"
"413",-0.912894213596933,-0.407898419441382,"1","104"
"414",-0.0831225321131897,0.392646165696822,"2","104"
"415",-4.04093338492506,-1.36801282287015,"3","104"
"416",1.80738039610807,0.199269145375827,"4","104"
"417",-0.359523530987772,-1.61919292770782,"1","105"
"418",-0.259604779936647,-0.47290410362616,"2","105"
"419",5.67553684755887,1.16709702545713,"3","105"
"420",4.02133465118042,0.810648514902067,"4","105"
"421",-0.321788384802952,-0.984971388969624,"1","106"
"422",-2.52207738684715,-1.78363247843926,"2","106"
"423",0.304136066310453,-0.117136447933974,"3","106"
"424",-0.883652897555102,-1.12142995241291,"4","106"
"425",1.60405634958224,0.547175655531037,"1","107"
"426",-3.17360986842117,-1.70044654397547,"2","107"
"427",5.08794368348508,1.32098008178963,"3","107"
"428",-2.23315194295289,-0.653522109812267,"4","107"
"429",-1.05743464588439,-0.763214599616537,"1","108"
"430",-0.505349826736803,-0.394044840777853,"2","108"
"431",2.61316019222956,0.585518841153283,"3","108"
"432",3.76226232007989,0.951791301533307,"4","108"
"433",0.236841215318343,-0.974526239416731,"1","109"
"434",-0.639773182044805,-0.919952076580441,"2","109"
"435",4.05534861140667,0.990589844778559,"3","109"
"436",3.08276073685745,0.571976426793316,"4","109"
"437",1.81706924805081,0.35123464475994,"1","110"
"438",0.505014064329077,-0.0481408336998254,"2","110"
"439",1.07631285909234,0.487457541242415,"3","110"
"440",2.35783397009295,0.50742369201254,"4","110"
"441",-1.30957826121051,-0.490074041495624,"1","111"
"442",0.258317492601661,-0.17291015332606,"2","111"
"443",2.55333451264508,1.36120873246911,"3","111"
"444",-1.30326702865198,-0.551523545792862,"4","111"
"445",0.372306343061219,-0.466366588037571,"1","112"
"446",4.01018992337406,1.50293265991038,"2","112"
"447",-2.34729439153376,-0.675992332568584,"3","112"
"448",-3.13628789926309,-0.792890001255925,"4","112"
"449",0.256565574062393,-0.532722799814553,"1","113"
"450",-2.15261642425249,-1.31236581523895,"2","113"
"451",0.77333483254457,0.391346797064539,"3","113"
"452",5.93647410421424,1.00255963534976,"4","113"
"453",-0.51457791998102,-0.707512995566544,"1","114"
"454",1.84159266293097,0.636574343195763,"2","114"
"455",5.70515335651946,1.58165545881625,"3","114"
"456",6.26030305209811,1.558512930142,"4","114"
"457",0.266637526892625,-0.668501426698004,"1","115"
"458",1.04270476885139,-0.568811863580162,"2","115"
"459",6.27382673695315,2.01876501050903,"3","115"
"460",2.54440679524118,0.38031486640158,"4","115"
"461",-3.47674159376204,-0.935620564731166,"1","116"
"462",0.763885383779072,0.0866969479123643,"2","116"
"463",-1.88654332824697,0.0379260120892003,"3","116"
"464",-0.744901466190827,0.00387192813524985,"4","116"
"465",0.0986770468123889,0.2128664712096,"1","117"
"466",0.76859244473078,-0.0893026791987744,"2","117"
"467",-0.171891932404811,-0.28991297911125,"3","117"
"468",3.97984066174329,1.09398285930346,"4","117"
"469",2.79404428771105,0.822078674436204,"1","118"
"470",0.772011182091438,-0.337881183982063,"2","118"
"471",-2.76153269990346,-0.58059370758958,"3","118"
"472",2.29446520575958,0.667306211041484,"4","118"
"473",-1.55858760838064,0.0729811259226501,"1","119"
"474",2.64388631201457,1.80566171165594,"2","119"
"475",-7.45855447135788,-2.62376206886903,"3","119"
"476",-1.30699390781255,-0.230182122042583,"4","119"
"477",0.875156662973664,0.80297407990841,"1","120"
"478",-2.89950870574979,-1.26288697709438,"2","120"
"479",0.0600084720122661,-0.440001636721521,"3","120"
"480",1.36935468147941,0.190009808372039,"4","120"
"481",0.0113063651817101,0.531289240959261,"1","121"
"482",2.0658559736691,0.403838538178303,"2","121"
"483",-4.98562142562076,-1.6896724013798,"3","121"
"484",-6.33197584019181,-1.41442288292095,"4","121"
"485",2.61985966866388,2.07854083468116,"1","122"
"486",1.95415305159115,0.260890702614006,"2","122"
"487",-1.38244348454942,-0.693573130331103,"3","122"
"488",-2.26140543207904,-0.819019489519914,"4","122"
"489",-0.658575421338257,-0.974361793506617,"1","123"
"490",-1.47490651009146,-0.590358762543092,"2","123"
"491",1.97385487578445,1.25486015884341,"3","123"
"492",3.50156630442603,0.639916188237062,"4","123"
"493",-0.184837613514548,-0.431348980412799,"1","124"
"494",-0.652457969834288,-1.17802407879771,"2","124"
"495",-0.221135269319961,-0.200605970377549,"3","124"
"496",-5.85852369397647,-1.47518402750359,"4","124"
"497",-0.119595033454824,0.0625618665153292,"1","125"
"498",1.4524274967386,-0.434584469230242,"2","125"
"499",-4.34298822559939,-1.64649163792475,"3","125"
"500",6.95478828124221,1.24972265687477,"4","125"
"501",-0.687879039018453,-0.309473690059544,"1","126"
"502",1.19106591364555,0.353059257880266,"2","126"
"503",2.1825054392753,0.842843336029716,"3","126"
"504",-1.69324838592403,-0.540097232879337,"4","126"
"505",0.531159095070647,1.54337097081768,"1","127"
"506",0.503108275395225,0.672827595855601,"2","127"
"507",-2.80973166626681,-0.58235598031559,"3","127"
"508",5.20411717817237,0.971005452906755,"4","127"
"509",1.87185472577838,-0.301924683555518,"1","128"
"510",2.04219456223193,0.0954513179611523,"2","128"
"511",4.12967417432924,0.893890067837407,"3","128"
"512",2.76305565981629,0.681124840426893,"4","128"
"513",1.32569880699429,1.34025492341394,"1","129"
"514",1.87862481221277,0.0509120232999426,"2","129"
"515",2.41934723659017,0.636036697361179,"3","129"
"516",-1.95245983587491,-1.02494936140269,"4","129"
"517",-0.471143207141406,-1.2249482402482,"1","130"
"518",0.0367912791519072,-0.879419201176976,"2","130"
"519",-0.193983126659484,-0.112426558196953,"3","130"
"520",0.246159434838519,-0.343898723937927,"4","130"
"521",-0.730845829635209,-0.762231298877415,"1","131"
"522",-1.82461246048364,0.239621228892907,"2","131"
"523",-2.94425563915233,-1.18742854492343,"3","131"
"524",9.64863552132562,1.92605980380765,"4","131"
"525",-3.08263014792846,-2.80994697926086,"1","132"
"526",1.89719792306182,0.730752334007116,"2","132"
"527",-0.236732790075052,0.248035579523243,"3","132"
"528",-3.07884285413114,-0.952020567710477,"4","132"
"529",3.25883740948836,0.501864812407478,"1","133"
"530",0.706105492883301,0.570221625035152,"2","133"
"531",-1.51129609019882,-1.07579082005534,"3","133"
"532",-8.48928124716201,-2.07026668714959,"4","133"
"533",1.0192637781325,0.822342370571819,"1","134"
"534",5.75162082367218,2.41472549751658,"2","134"
"535",4.51269309616817,1.77327755603495,"3","134"
"536",-1.11575197429643,-0.500741976864513,"4","134"
