subj,y,cond,timebin
3,36.0435712734528,2,6.1
3,35.8571160511479,2,6.2
3,36.3226689655735,2,6.3
3,35.6555500740346,2,6.4
3,36.3585962756887,2,6.5
3,36.1268643684818,2,6.6
3,35.9713560214844,2,6.7
3,36.4048830881298,2,6.8
3,36.0517584612344,2,6.9
3,35.7578455859566,2,7
4,36.4944115025978,1,0.1
4,36.592767677547,1,0.2
4,36.2885516441818,1,0.3
4,36.1156467661898,1,0.4
4,36.1752094687921,1,0.5
4,36.114287757732,1,0.6
4,36.3178934225254,1,0.7
4,36.1699459885963,1,0.8
4,36.3539422461742,1,0.9
4,35.9730654479484,1,1
4,35.9679643933696,1,1.1
4,36.4229253161339,1,1.2
4,36.117348007172,1,1.3
4,35.9160565796461,1,1.4
4,36.5056893833929,1,1.5
4,35.9630951557032,1,1.6
4,35.9229365028785,1,1.7
4,36.1397843771923,1,1.8
4,35.900564135526,1,1.9
4,35.8249366412551,1,2
4,36.1640534741843,1,2.1
4,36.1473598195941,1,2.2
4,36.0321860306882,1,2.3
4,35.9146585860482,1,2.4
4,36.004390938254,1,2.5
4,35.8960764211726,1,2.6
4,35.7805822301168,1,2.7
4,35.5870324183255,1,2.8
4,35.7613119215918,1,2.9
4,35.8128746471632,1,3
4,35.5061116619792,1,3.1
4,36.0276120312393,1,3.2
4,36.1782750861715,1,3.3
4,36.1437176261342,1,3.4
4,35.6741393420061,1,3.5
4,35.736943452088,1,3.6
4,35.8938853343008,1,3.7
4,35.6879844645851,1,3.8
4,35.7966666973926,1,3.9
4,35.649218770142,1,4
4,35.7047015220971,1,4.1
4,35.6446941984152,1,4.2
4,35.6836751849138,1,4.3
4,35.6268424066134,1,4.4
4,35.8124306137819,1,4.5
4,35.7902723854992,1,4.6
4,35.9562713479797,1,4.7
4,36.0025176565054,1,4.8
4,35.5770230392517,1,4.9
4,35.6379678596164,1,5
4,36.0601637423235,1,5.1
4,35.6730000522302,1,5.2
4,35.9740211121645,1,5.3
4,35.9274484245779,1,5.4
4,35.961500218506,1,5.5
4,35.5130742221452,1,5.6
4,35.318946415135,1,5.7
4,36.0692788616532,1,5.8
4,35.315851792701,1,5.9
4,35.5173291856645,1,6
4,36.0569627937842,1,6.1
4,35.6040850329066,1,6.2
4,35.8686416382215,1,6.3
4,36.0756225682802,1,6.4
4,35.4755498054418,1,6.5
4,35.8040748060572,1,6.6
4,35.4873393031647,1,6.7
4,35.7757843750595,1,6.8
4,35.8113643679766,1,6.9
4,35.1343406218964,1,7
5,36.2649482231674,2,0.1
5,36.1763167147027,2,0.2
5,35.8746559352418,2,0.3
5,35.8807704625645,2,0.4
5,37.0543497933745,2,0.5
5,36.2795544069378,2,0.6
5,36.1526956040987,2,0.7
5,36.1733138797716,2,0.8
5,36.1271931035156,2,0.9
5,36.0639626626766,2,1
5,36.3278185626477,2,1.1
5,36.4388774244635,2,1.2
5,35.9508931984399,2,1.3
5,36.305194778316,2,1.4
5,36.0863445118199,2,1.5
5,36.1180442250231,2,1.6
5,36.4916089015986,2,1.7
5,36.8658642076455,2,1.8
5,36.1100294478795,2,1.9
5,36.3208576737644,2,2
5,36.2454346910488,2,2.1
5,35.7989586239616,2,2.2
5,35.8543371133227,2,2.3
5,36.5947699528567,2,2.4
5,36.1258141161098,2,2.5
5,35.9766397852034,2,2.6
5,36.2529232089887,2,2.7
5,36.1306646950614,2,2.8
5,35.6841175988295,2,2.9
5,36.1111723542431,2,3
5,35.9722381333324,2,3.1
5,36.0852000531242,2,3.2
5,36.4211495364675,2,3.3
5,36.0146394870793,2,3.4
5,35.9209969350918,2,3.5
5,36.6516691283465,2,3.6
5,36.2140109741865,2,3.7
5,36.10019574689,2,3.8
5,36.2633814376978,2,3.9
5,36.3665121999991,2,4
5,36.0823508169606,2,4.1
5,36.2507612669794,2,4.2
5,35.8098271471913,2,4.3
5,35.8859377942764,2,4.4
5,36.0678829591588,2,4.5
5,36.3786404767052,2,4.6
5,36.1740329775186,2,4.7
5,36.0969576865595,2,4.8
5,36.0476879837276,2,4.9
5,36.084150673238,2,5
5,36.0905884055478,2,5.1
5,36.2905175153758,2,5.2
5,36.3329414928409,2,5.3
5,36.1764348041799,2,5.4
5,36.2814506831794,2,5.5
5,36.0299042004755,2,5.6
5,36.1891416854013,2,5.7
5,36.2369832708242,2,5.8
5,36.2364890208934,2,5.9
5,35.8746485689021,2,6
5,36.3847849649856,2,6.1
5,35.9649607352649,2,6.2
5,36.0515770552068,2,6.3
5,36.2964139101194,2,6.4
5,35.684327455946,2,6.5
5,36.3242329353999,2,6.6
5,36.2621397180347,2,6.7
5,36.2429282632921,2,6.8
5,36.2522293575672,2,6.9
5,35.7407269469367,2,7
6,36.2284491632415,1,0.1
6,36.3916765343674,1,0.2
6,36.1663645547161,1,0.3
6,36.4836675653532,1,0.4
6,36.2186088632715,1,0.5
6,36.9920604431903,1,0.6
6,36.6092198135716,1,0.7
6,35.9334447895951,1,0.8
6,36.218409533805,1,0.9
6,36.2520448903566,1,1
6,36.1153469963678,1,1.1
6,36.0985308661982,1,1.2
6,35.9389748440101,1,1.3
6,36.3056035118983,1,1.4
6,36.3069381696644,1,1.5
6,36.2163991532826,1,1.6
6,35.8210104450211,1,1.7
6,35.3788082208341,1,1.8
6,35.9770773743099,1,1.9
6,36.3218382862745,1,2
6,35.5324224578723,1,2.1
6,36.3155390063739,1,2.2
6,35.9126230646728,1,2.3
6,36.3045329713551,1,2.4
6,36.004655113995,1,2.5
6,36.1035665014308,1,2.6
6,35.5657062214518,1,2.7
6,35.8118240404693,1,2.8
6,36.018625408053,1,2.9
6,35.6115650747153,1,3
6,35.9252213059168,1,3.1
6,35.8426939731807,1,3.2
6,35.7306736672859,1,3.3
6,35.6675874952468,1,3.4
6,35.964248940812,1,3.5
6,35.0637449231417,1,3.6
6,35.910434199358,1,3.7
6,35.8968597804592,1,3.8
6,35.68197562959,1,3.9
6,35.3501364101644,1,4
6,36.1052517105778,1,4.1
6,35.3540102688212,1,4.2
6,35.1606687202732,1,4.3
6,35.482017552564,1,4.4
6,35.588707207778,1,4.5
6,35.7581860375235,1,4.6
6,35.6746423144951,1,4.7
6,35.5678503264295,1,4.8
6,35.707064325029,1,4.9
6,35.4244194998997,1,5
6,35.0373164142152,1,5.1
6,35.563468105141,1,5.2
6,34.8919123334401,1,5.3
6,35.0554583996552,1,5.4
6,35.1607026234367,1,5.5
6,35.1600985855393,1,5.6
6,35.8054528233214,1,5.7
6,35.3985627946228,1,5.8
6,35.0612922738314,1,5.9
6,35.546584062516,1,6
6,35.5111764233291,1,6.1
6,35.5123312346623,1,6.2
6,34.9975867988251,1,6.3
6,35.6344456214708,1,6.4
6,35.3890632554148,1,6.5
6,35.201030508369,1,6.6
6,35.2849164025457,1,6.7
6,35.4748041084687,1,6.8
6,35.3709126145192,1,6.9
6,35.1593922386456,1,7
7,35.9987908418748,1,0.1
7,36.3748516583735,1,0.2
7,35.9763368242712,1,0.3
7,36.5284137995984,1,0.4
7,36.2426902766204,1,0.5
7,36.2796871212196,1,0.6
7,36.014669257321,1,0.7
7,36.3507579974969,1,0.8
7,36.2192753051365,1,0.9
7,36.2763614059692,1,1
7,36.1826739678441,1,1.1
7,35.9879176407254,1,1.2
7,36.2791218073055,1,1.3
7,36.077313572818,1,1.4
7,36.0507202896798,1,1.5
7,35.923013702925,1,1.6
7,35.8586274420274,1,1.7
7,36.0969312580916,1,1.8
7,35.6721220473125,1,1.9
7,36.0812630401624,1,2
7,36.0467335550607,1,2.1
7,36.1693023727917,1,2.2
7,35.5929616192794,1,2.3
7,35.3770746459486,1,2.4
7,35.7067645876767,1,2.5
7,35.9138346003179,1,2.6
7,36.0818494567569,1,2.7
7,35.535031148232,1,2.8
7,36.1312919063877,1,2.9
7,36.0324849974303,1,3
7,35.9777377992526,1,3.1
7,36.1510654840214,1,3.2
7,35.7700320455956,1,3.3
7,35.5384277512561,1,3.4
7,35.9880182821737,1,3.5
7,35.372248782015,1,3.6
7,35.8294507081995,1,3.7
7,35.5002779340191,1,3.8
7,35.7521382591404,1,3.9
7,36.1265713348097,1,4
7,35.8286824111762,1,4.1
7,36.0726656581562,1,4.2
7,36.1630435808935,1,4.3
7,35.8963111240586,1,4.4
7,35.5522171210222,1,4.5
7,35.8543855042362,1,4.6
7,35.6279150814289,1,4.7
7,35.9478140715933,1,4.8
7,36.008931171552,1,4.9
7,35.7764794808408,1,5
7,35.4800201135516,1,5.1
7,35.9697813088463,1,5.2
7,35.403049780589,1,5.3
7,35.5776292171537,1,5.4
7,35.7218978721121,1,5.5
7,35.8309056301614,1,5.6
7,35.6437543772335,1,5.7
7,35.6091262071774,1,5.8
7,35.6205426477625,1,5.9
7,35.682490785391,1,6
7,35.8240512881986,1,6.1
7,35.5032687277394,1,6.2
7,35.491654118487,1,6.3
7,35.7156183437063,1,6.4
7,35.7423777553107,1,6.5
7,35.5004920328482,1,6.6
7,35.3774907752101,1,6.7
7,35.3738422452422,1,6.8
7,35.9515261143512,1,6.9
7,35.2947405388692,1,7
8,36.3788691096796,2,0.1
8,36.3124433585219,2,0.2
8,36.5872908215157,2,0.3
8,36.3096833368685,2,0.4
8,36.3960836864508,2,0.5
8,36.2912622074877,2,0.6
8,36.5451210940833,2,0.7
8,36.2470148686385,2,0.8
8,36.3891732947559,2,0.9
8,36.0474874462363,2,1
8,36.1780444217663,2,1.1
8,36.3121654484273,2,1.2
8,36.4492143781631,2,1.3
8,36.1554671124296,2,1.4
8,36.5793376665937,2,1.5
8,36.2940014426213,2,1.6
8,36.0483450056666,2,1.7
8,36.1510319924156,2,1.8
8,35.5726338483318,2,1.9
8,36.6703495316686,2,2
8,36.5071505454026,2,2.1
8,36.1278524499017,2,2.2
8,36.4988121212043,2,2.3
8,36.310034426207,2,2.4
8,36.3152819256577,2,2.5
8,36.1925259881048,2,2.6
8,36.5258309867676,2,2.7
8,36.0839461817695,2,2.8
8,36.192058734081,2,2.9
8,36.6520620442276,2,3
8,36.5918172821877,2,3.1
8,36.2954430860652,2,3.2
8,36.5541018323699,2,3.3
8,36.5644189368719,2,3.4
8,36.2439043396287,2,3.5
8,36.2698713366448,2,3.6
8,36.3633956546294,2,3.7
8,36.556608384318,2,3.8
8,36.476176142319,2,3.9
8,36.3083773602044,2,4
8,36.1388398302092,2,4.1
8,36.0946971033409,2,4.2
8,36.4988415712321,2,4.3
8,36.5464785262816,2,4.4
8,36.5730155114764,2,4.5
8,36.5034604081403,2,4.6
8,36.0356630788717,2,4.7
8,36.374457648277,2,4.8
8,36.2397857259957,2,4.9
8,36.1707120151071,2,5
8,36.5366676132852,2,5.1
8,36.1682351729687,2,5.2
8,36.4326179897805,2,5.3
8,36.3819322335112,2,5.4
8,36.3149983815178,2,5.5
8,36.4277759250618,2,5.6
8,35.9288343252754,2,5.7
8,36.18317742281,2,5.8
8,36.0423856695064,2,5.9
8,36.1923829490573,2,6
8,36.4043762608835,2,6.1
8,36.0175542283322,2,6.2
8,36.1470512264046,2,6.3
8,35.9819470196293,2,6.4
8,36.2249007006092,2,6.5
8,36.247807826191,2,6.6
8,36.0349717871612,2,6.7
8,36.2755207621835,2,6.8
8,36.1351808872011,2,6.9
8,36.168436560194,2,7
9,36.2864983098184,2,0.1
9,36.2298699703813,2,0.2
9,36.3801046204574,2,0.3
9,36.1557182734999,2,0.4
9,36.4109084895984,2,0.5
9,36.351845769384,2,0.6
9,36.6630730444616,2,0.7
9,36.3220944089931,2,0.8
9,36.4920251234413,2,0.9
9,36.5231148127702,2,1
9,36.6178986714794,2,1.1
9,36.5303420705036,2,1.2
9,36.3791393884284,2,1.3
9,36.3662445913452,2,1.4
9,36.1112583954497,2,1.5
9,36.1104916377549,2,1.6
9,36.1362054353442,2,1.7
9,35.9103074925191,2,1.8
9,36.2290315704777,2,1.9
9,36.1400596083852,2,2
9,36.4868990430183,2,2.1
9,36.4146798064224,2,2.2
9,36.055270786495,2,2.3
9,36.0569113114994,2,2.4
9,35.9851230257812,2,2.5
9,35.8076268867777,2,2.6
9,35.7370007997292,2,2.7
9,35.8246393072502,2,2.8
9,35.9283529232121,2,2.9
9,36.1000276272368,2,3
9,35.8748640641358,2,3.1
9,35.9624105594238,2,3.2
9,35.6651304107954,2,3.3
9,35.9808472480859,2,3.4
9,36.2816826128318,2,3.5
9,36.0606063016973,2,3.6
9,36.0125355212029,2,3.7
9,35.736129401244,2,3.8
9,35.96384753772,2,3.9
9,36.1541899037858,2,4
9,36.0213353282959,2,4.1
9,35.8609967882636,2,4.2
9,36.1347945348408,2,4.3
9,36.1980120541945,2,4.4
9,36.0480818656699,2,4.5
9,35.9649278001253,2,4.6
9,35.8672998424638,2,4.7
9,35.575601583085,2,4.8
9,35.9879317730136,2,4.9
9,35.8729545643146,2,5
9,36.1650374182136,2,5.1
9,36.2809195637164,2,5.2
9,35.7737887421472,2,5.3
9,35.9301518912668,2,5.4
9,36.1643025982814,2,5.5
9,35.8919867064847,2,5.6
9,35.5397466646323,2,5.7
9,35.8859669182828,2,5.8
9,36.0037620526806,2,5.9
9,36.0227518119718,2,6
9,35.2349851971077,2,6.1
9,35.9344441869041,2,6.2
9,35.9438127231986,2,6.3
9,35.6337567318368,2,6.4
9,35.7171640407872,2,6.5
9,35.8088234361324,2,6.6
9,35.8381717222511,2,6.7
9,36.0682937299503,2,6.8
9,35.7574202830992,2,6.9
9,35.9797123910404,2,7
10,36.2554526010431,2,0.1
10,36.3192149278398,2,0.2
10,36.4345332306399,2,0.3
10,36.469072179922,2,0.4
10,36.7065523444146,2,0.5
10,35.9524186328348,2,0.6
10,35.9935442340386,2,0.7
10,36.2754569471095,2,0.8
10,36.2725162836824,2,0.9
10,36.4023272956989,2,1
10,36.2719849197255,2,1.1
10,36.3680051856629,2,1.2
10,36.3991688281657,2,1.3
10,36.6511934960369,2,1.4
10,36.2573617227313,2,1.5
10,36.2518813141423,2,1.6
10,36.3114767694174,2,1.7
10,36.2708553766528,2,1.8
10,36.1595508733925,2,1.9
10,36.091800979148,2,2
10,36.2737024663651,2,2.1
10,36.3677283278044,2,2.2
10,36.0550791974663,2,2.3
10,36.457222988401,2,2.4
10,36.149002098537,2,2.5
10,36.3696219227212,2,2.6
10,36.1410787049434,2,2.7
10,36.2053963328518,2,2.8
10,36.4151886654221,2,2.9
10,36.0795191608914,2,3
10,35.8308897822056,2,3.1
10,36.2887045692721,2,3.2
10,36.0677686237797,2,3.3
10,36.2323150175605,2,3.4
10,36.1195424851916,2,3.5
10,35.923942072611,2,3.6
10,36.3597589575167,2,3.7
10,36.1845594360487,2,3.8
10,35.892698004432,2,3.9
10,35.7429418275363,2,4
10,36.0100633168362,2,4.1
10,36.0215218907521,2,4.2
10,35.8409369919575,2,4.3
10,35.8788894490105,2,4.4
10,36.2277315460535,2,4.5
10,35.4964949291296,2,4.6
10,35.5564636141888,2,4.7
10,36.3212628152219,2,4.8
10,36.0062751217459,2,4.9
10,35.908748426277,2,5
10,35.9916168523231,2,5.1
10,36.2420389056579,2,5.2
10,35.7101948252552,2,5.3
10,35.8681674439603,2,5.4
10,36.2062070548032,2,5.5
10,36.2358661394931,2,5.6
10,36.2136437413443,2,5.7
10,36.3135089280315,2,5.8
10,35.5713788752897,2,5.9
10,36.0275283771743,2,6
10,36.0321314954937,2,6.1
10,35.810680846465,2,6.2
10,36.1188633482762,2,6.3
10,35.988515504432,2,6.4
10,35.9256378733423,2,6.5
10,35.7714254719161,2,6.6
10,35.7581857496283,2,6.7
10,35.7931261506075,2,6.8
10,35.8891524124517,2,6.9
10,35.5015716363328,2,7
11,36.0604596032346,2,0.1
11,36.5788417757426,2,0.2
11,36.3751697534538,2,0.3
11,36.0680720838501,2,0.4
11,36.0966096146295,2,0.5
11,36.2121428909517,2,0.6
11,36.7031621017421,2,0.7
11,36.2853266353471,2,0.8
11,35.962436452726,2,0.9
11,36.2280513237869,2,1
11,36.3381291830123,2,1.1
11,35.9463447515647,2,1.2
11,36.2126918043517,2,1.3
11,36.4408040049037,2,1.4
11,36.3086286257025,2,1.5
11,36.2400740273616,2,1.6
11,36.2269399566041,2,1.7
11,36.19749567833,2,1.8
11,36.5757926288218,2,1.9
11,35.7979683143843,2,2
11,36.2211220865439,2,2.1
11,35.9146771521287,2,2.2
11,36.0832736417717,2,2.3
11,35.9973708526569,2,2.4
11,35.9516163154677,2,2.5
11,36.0386424352682,2,2.6
11,36.1899517503878,2,2.7
11,35.656017385168,2,2.8
11,36.0966391356548,2,2.9
11,35.8665133488925,2,3
11,35.9550426322436,2,3.1
11,36.0198883974185,2,3.2
11,36.4811931591775,2,3.3
11,36.1361056121669,2,3.4
11,35.8830796962933,2,3.5
11,36.3537037512875,2,3.6
11,36.1306062976478,2,3.7
11,35.765216420384,2,3.8
11,35.5807591770528,2,3.9
11,35.7707362930622,2,4
11,36.0977159415195,2,4.1
11,36.0485718893342,2,4.2
11,35.9406982221003,2,4.3
11,35.9953800781609,2,4.4
11,36.3710788873146,2,4.5
11,36.1533830101544,2,4.6
11,35.9316063907125,2,4.7
11,35.7437456410605,2,4.8
11,36.0099035768762,2,4.9
11,36.169962275282,2,5
11,36.3024754202576,2,5.1
11,35.8715370089893,2,5.2
11,35.775810704083,2,5.3
11,35.5098581815024,2,5.4
11,35.9523688763253,2,5.5
11,35.7059973957431,2,5.6
11,35.6980901193967,2,5.7
11,35.8659510711338,2,5.8
11,35.8932651086773,2,5.9
11,35.8017659398343,2,6
11,35.6956630535368,2,6.1
11,35.8921549171265,2,6.2
11,35.9817610845124,2,6.3
11,35.8640815404748,2,6.4
11,35.9859565289335,2,6.5
11,35.4409386116283,2,6.6
11,35.9408833572686,2,6.7
11,35.6870046367922,2,6.8
11,36.0159111240716,2,6.9
11,35.7599289216621,2,7
12,36.4608885179714,1,0.1
12,36.2923873538469,1,0.2
12,36.5734586931182,1,0.3
12,36.3567314764992,1,0.4
12,36.3909827822821,1,0.5
12,36.5100034466508,1,0.6
12,36.6070710365682,1,0.7
12,35.9825973816653,1,0.8
12,36.3032251173927,1,0.9
12,36.0828139036926,1,1
12,36.0684997585912,1,1.1
12,36.0534541673639,1,1.2
12,36.4161860703675,1,1.3
12,36.1535928394345,1,1.4
12,35.981682662534,1,1.5
12,35.9939811706246,1,1.6
12,36.2558793785629,1,1.7
12,35.8628057336034,1,1.8
12,35.7502514414152,1,1.9
12,35.83213855709,1,2
12,35.9917793193491,1,2.1
12,36.4264027353426,1,2.2
12,36.3396177803804,1,2.3
12,36.0856043028032,1,2.4
12,36.0193497501584,1,2.5
12,36.1859466294033,1,2.6
12,35.6658830644488,1,2.7
12,35.9748809383802,1,2.8
12,35.7368239631611,1,2.9
12,35.9152764906955,1,3
12,36.3886760232707,1,3.1
12,35.8819932149905,1,3.2
12,35.9362036341791,1,3.3
12,35.8221467373986,1,3.4
12,35.8675715455169,1,3.5
12,36.0210920972674,1,3.6
12,36.1902793473315,1,3.7
12,36.2129500301204,1,3.8
12,35.9961359041331,1,3.9
12,36.1721427838933,1,4
12,35.8418715165203,1,4.1
12,36.0984643985707,1,4.2
12,35.4224587619011,1,4.3
12,35.6532262758462,1,4.4
12,36.0414201967816,1,4.5
12,35.7863544093695,1,4.6
12,35.8141799083825,1,4.7
12,35.6947104779627,1,4.8
12,36.0111745577509,1,4.9
12,35.9524134797756,1,5
12,35.990964867651,1,5.1
12,35.9287960012268,1,5.2
12,36.4205755784675,1,5.3
12,36.1988948793013,1,5.4
12,36.1080372532829,1,5.5
12,35.3444728217982,1,5.6
12,35.5244269709543,1,5.7
12,36.1609062277776,1,5.8
12,35.7694313556676,1,5.9
12,36.0255607358981,1,6
12,35.9423050049704,1,6.1
12,35.8715405006881,1,6.2
12,36.310877314139,1,6.3
12,35.6998151749354,1,6.4
12,35.7214725290096,1,6.5
12,35.8712737947837,1,6.6
12,35.3586280173306,1,6.7
12,36.0354391048639,1,6.8
12,35.8693715174502,1,6.9
12,35.8867519748486,1,7
13,36.2725259346713,2,0.1
13,36.7640930339628,2,0.2
13,36.396516444446,2,0.3
13,36.0984701505535,2,0.4
13,36.4340035889739,2,0.5
13,36.2027648888573,2,0.6
13,36.2694244308976,2,0.7
13,36.0870281194116,2,0.8
13,36.2051604483646,2,0.9
13,36.0077633871005,2,1
13,36.6923823537416,2,1.1
13,36.3845939717099,2,1.2
13,36.1513558616017,2,1.3
13,36.3060942715641,2,1.4
13,36.1409396419851,2,1.5
13,35.7806368715252,2,1.6
13,36.5246725089233,2,1.7
13,36.2047052588508,2,1.8
13,35.8449756090555,2,1.9
13,36.5562492701477,2,2
13,35.9115355206688,2,2.1
13,36.4726755906092,2,2.2
13,36.1600768114055,2,2.3
13,35.9833526310628,2,2.4
13,35.8088568266882,2,2.5
13,36.0890829783097,2,2.6
13,36.1600622834897,2,2.7
13,35.8987546565886,2,2.8
13,36.4036865498523,2,2.9
13,36.4469089533102,2,3
13,36.2552890272581,2,3.1
13,35.8573872891434,2,3.2
13,36.283131952177,2,3.3
13,35.9399748165814,2,3.4
13,36.1791577238116,2,3.5
13,36.3231617293172,2,3.6
13,35.66966386129,2,3.7
13,35.8073189924079,2,3.8
13,36.4209915676056,2,3.9
13,36.1271504080564,2,4
13,36.2759876131257,2,4.1
13,35.9082668996749,2,4.2
13,35.7731680368094,2,4.3
13,36.2476138861048,2,4.4
13,35.936140828989,2,4.5
13,36.1408047931591,2,4.6
13,36.001421411612,2,4.7
13,35.9510402086078,2,4.8
13,36.2091621676591,2,4.9
13,36.2235832841921,2,5
